Comilla,None,100221.25
Comilla,NRB Bank Limited,103827.25
Comilla,NRB Commercial Bank Ltd,96144.00
Comilla,NRB Global Bank Ltd,99323.00
Comilla,One Bank Limited,96849.50
Comilla,Padma Bank Limited,92810.50
Comilla,Premier Bank Limited,104877.25
Comilla,Prime Bank Limited,100636.50
Comilla,Pubali Bank Limited,98292.25
Comilla,Shimanto Bank Ltd,97205.50
Comilla,South Bangla Agriculture and Commerce Bank Limited,103759.00
Comilla,Southeast Bank Limited,98872.50
Comilla,Standard Bank Limited,103924.75
Comilla,Trust Bank Limited,106107.75
Comilla,United Commercial Bank Ltd,107508.50
Comilla,Uttara Bank Limited,107122.00
Comilla,,3640314.75
Dhaka,AB Bank Limited,2215089.75
Dhaka,Bangladesh Commerce Bank Limited,2246223.75
Dhaka,Bank Asia Limited,2184434.75
Dhaka,Bengal Commercial Bank Ltd,2234532.25
Dhaka,BRAC Bank Limited,2201801.00
Dhaka,Citizens Bank Limited,2218882.00
Dhaka,City Bank Limited,2181209.75
Dhaka,Community Bank Bangladesh Limited,2249308.75
Dhaka,Dhaka Bank Limited,2231209.00
Dhaka,Dutch-Bangla Bank Limited,2218897.75
Dhaka,Eastern Bank Limited,2222846.75
Dhaka,IFIC Bank Limited,2223615.50
Dhaka,Jamuna Bank Limited,2219790.50
Dhaka,Meghna Bank Limited,2195034.50
Dhaka,Mercantile Bank Limited,2238751.75
Dhaka,Midland Bank Limited,2209496.50
Dhaka,Modhumoti Bank Limited,2174737.25
Dhaka,Mutual Trust Bank Limited,2206657.00
Dhaka,National Bank Limited,2242538.25
Dhaka,National Credit & Commerce Bank Limited,2219356.50
Dhaka,None,2225888.50
Dhaka,NRB Bank Limited,2238013.00
Dhaka,NRB Commercial Bank Ltd,2237718.50
Dhaka,NRB Global Bank Ltd,2194968.25
Dhaka,One Bank Limited,2225654.25
Dhaka,Padma Bank Limited,2190414.75
Dhaka,Premier Bank Limited,2206652.50
Dhaka,Prime Bank Limited,2189225.50
Dhaka,Pubali Bank Limited,2223705.75
Dhaka,Shimanto Bank Ltd,2246202.00
Dhaka,South Bangla Agriculture and Commerce Bank Limited,2189661.50
Dhaka,Southeast Bank Limited,2210382.75
Dhaka,Standard Bank Limited,2257001.75
Dhaka,Trust Bank Limited,2236147.00
Dhaka,United Commercial Bank Ltd,2205922.25
Dhaka,Uttara Bank Limited,2223037.25
Dhaka,,79835008.75
Gazipur,AB Bank Limited,100409.25
Gazipur,Bangladesh Commerce Bank Limited,99979.00
Gazipur,Bank Asia Limited,98558.50
Gazipur,Bengal Commercial Bank Ltd,111038.75
Gazipur,BRAC Bank Limited,96960.50
Gazipur,Citizens Bank Limited,101973.75
Gazipur,City Bank Limited,94815.00
Gazipur,Community Bank Bangladesh Limited,103667.75
Gazipur,Dhaka Bank Limited,100708.75
Gazipur,Dutch-Bangla Bank Limited,98713.50
Gazipur,Eastern Bank Limited,101504.50
Gazipur,IFIC Bank Limited,103847.50
Gazipur,Jamuna Bank Limited,96126.00
Gazipur,Meghna Bank Limited,96033.75
Gazipur,Mercantile Bank Limited,101882.00
Gazipur,Midland Bank Limited,100220.50
Gazipur,Modhumoti Bank Limited,96690.00
Gazipur,Mutual Trust Bank Limited,99024.00
Gazipur,National Bank Limited,101186.25
Gazipur,National Credit & Commerce Bank Limited,107273.00
Gazipur,None,98072.75
Gazipur,NRB Bank Limited,103188.00
Gazipur,NRB Commercial Bank Ltd,99886.25
Gazipur,NRB Global Bank Ltd,101189.00
Gazipur,One Bank Limited,96783.00
Gazipur,Padma Bank Limited,108454.00
Gazipur,Premier Bank Limited,95827.75
Gazipur,Prime Bank Limited,94962.00
Gazipur,Pubali Bank Limited,100339.25
Gazipur,Shimanto Bank Ltd,100382.75
Gazipur,South Bangla Agriculture and Commerce Bank Limited,98579.00
Gazipur,Southeast Bank Limited,103393.50
Gazipur,Standard Bank Limited,102621.50
Gazipur,Trust Bank Limited,99946.50
Gazipur,United Commercial Bank Ltd,100006.25
Gazipur,Uttara Bank Limited,101475.25
Gazipur,,3615719.00
Narsingdi,AB Bank Limited,109095.25
Narsingdi,Bangladesh Commerce Bank Limited,96249.25
Narsingdi,Bank Asia Limited,104938.25
Narsingdi,Bengal Commercial Bank Ltd,101951.75
Narsingdi,BRAC Bank Limited,101802.25
Narsingdi,Citizens Bank Limited,97063.50
Narsingdi,City Bank Limited,107573.50
Narsingdi,Community Bank Bangladesh Limited,97937.00
Narsingdi,Dhaka Bank Limited,95613.75
Narsingdi,Dutch-Bangla Bank Limited,103195.25
Narsingdi,Eastern Bank Limited,113566.00
Narsingdi,IFIC Bank Limited,98567.75
Narsingdi,Jamuna Bank Limited,104381.00
Narsingdi,Meghna Bank Limited,93032.25
Narsingdi,Mercantile Bank Limited,100710.00
Narsingdi,Midland Bank Limited,106777.50
Narsingdi,Modhumoti Bank Limited,93151.50
Narsingdi,Mutual Trust Bank Limited,97629.00
Narsingdi,National Bank Limited,106314.00
Narsingdi,National Credit & Commerce Bank Limited,98788.50
Narsingdi,None,104997.50
Narsingdi,NRB Bank Limited,106653.50
Narsingdi,NRB Commercial Bank Ltd,98418.75
Narsingdi,NRB Global Bank Ltd,98959.00
Narsingdi,One Bank Limited,109274.25
Narsingdi,Padma Bank Limited,103759.25
Narsingdi,Premier Bank Limited,105780.75
Narsingdi,Prime Bank Limited,103180.25
Narsingdi,Pubali Bank Limited,103859.00
Narsingdi,Shimanto Bank Ltd,96962.25
Narsingdi,South Bangla Agriculture and Commerce Bank Limited,108985.25
Narsingdi,Southeast Bank Limited,101331.00
Narsingdi,Standard Bank Limited,98793.50
Narsingdi,Trust Bank Limited,100337.75
Narsingdi,United Commercial Bank Ltd,100688.50
Narsingdi,Uttara Bank Limited,96744.25
Narsingdi,,3667062.00
Sylhet,AB Bank Limited,106322.00
Sylhet,Bangladesh Commerce Bank Limited,103187.50
Sylhet,Bank Asia Limited,103753.75
Sylhet,Bengal Commercial Bank Ltd,97905.25
Sylhet,BRAC Bank Limited,106274.25
Sylhet,Citizens Bank Limited,103077.50
Sylhet,City Bank Limited,101027.50
Sylhet,Community Bank Bangladesh Limited,97888.25
Sylhet,Dhaka Bank Limited,105737.25
Sylhet,Dutch-Bangla Bank Limited,101076.50
Sylhet,Eastern Bank Limited,102290.25
Sylhet,IFIC Bank Limited,97418.50
Sylhet,Jamuna Bank Limited,101979.00
Sylhet,Meghna Bank Limited,95865.00
Sylhet,Mercantile Bank Limited,100288.75
Sylhet,Midland Bank Limited,101699.25
Sylhet,Modhumoti Bank Limited,96790.75
Sylhet,Mutual Trust Bank Limited,96085.50
Sylhet,National Bank Limited,94894.50
Sylhet,National Credit & Commerce Bank Limited,97673.75
Sylhet,None,97454.25
Sylhet,NRB Bank Limited,100588.00
Sylhet,NRB Commercial Bank Ltd,101726.25
Sylhet,NRB Global Bank Ltd,100455.25
Sylhet,One Bank Limited,97216.00
Sylhet,Padma Bank Limited,102408.25
Sylhet,Premier Bank Limited,102354.75
Sylhet,Prime Bank Limited,105462.25
Sylhet,Pubali Bank Limited,96249.00
Sylhet,Shimanto Bank Ltd,100379.00
Sylhet,South Bangla Agriculture and Commerce Bank Limited,102279.75
Sylhet,Southeast Bank Limited,97871.25
Sylhet,Standard Bank Limited,102070.50
Sylhet,Trust Bank Limited,93354.50
Sylhet,United Commercial Bank Ltd,100233.50
Sylhet,Uttara Bank Limited,102074.50
Sylhet,,3613412.00
,,105218232.00
,One Bank Limited,2925461.50
,Trust Bank Limited,2946296.00
,National Credit & Commerce Bank Limited,2925392.50
,NRB Commercial Bank Ltd,2926123.75
,Southeast Bank Limited,2910700.25
,Pubali Bank Limited,2922237.00
,BRAC Bank Limited,2897007.75
,Midland Bank Limited,2927717.00
,Mutual Trust Bank Limited,2904864.00
,Modhumoti Bank Limited,2868404.25
,Bank Asia Limited,2883846.50
,Dutch-Bangla Bank Limited,2915532.25
,United Commercial Bank Ltd,2914173.00
,NRB Bank Limited,2953292.75
,NRB Global Bank Ltd,2905839.75
,Mercantile Bank Limited,2944856.50
,Prime Bank Limited,2903238.75
,Bangladesh Commerce Bank Limited,2944300.75
,Jamuna Bank Limited,2912326.75
,Dhaka Bank Limited,2935967.75
,Uttara Bank Limited,2917172.00
,None,2921014.75
,Padma Bank Limited,2885221.25
,Citizens Bank Limited,2937232.00
,South Bangla Agriculture and Commerce Bank Limited,2902312.75
,Community Bank Bangladesh Limited,2958916.75
,Bengal Commercial Bank Ltd,2966180.75
,Premier Bank Limited,2923077.25
,IFIC Bank Limited,2934460.50
,Standard Bank Limited,2958396.75
,Meghna Bank Limited,2884380.25
,Eastern Bank Limited,2964232.75
,Shimanto Bank Ltd,2945510.75
,City Bank Limited,2875820.25
,AB Bank Limited,2943711.75
,National Bank Limited,2933012.75
